Date of Incident,City,Select State,Hazard Description,Inspection Number,Federal or State Plan,Citation Issued Related to Fatality
11/14/2017,Akron,OH,"One worker electrocuted,and another died in fall from boom lift.",1281402,Federal,Yes
11/14/2017,Camarillo,CA,Worker died in vehicle collision.,1277175,State,Yes
11/14/2017,Crossville,IL,Worked died in chemical explosion.,1277368,Federal,Yes
11/14/2017,Devers,TX,Worker fatally struck by work vehicle.,1278161,Federal,Yes
11/13/2017,Broaddus,TX,Worker died after being struck by falling beam.,1277867,Federal,Yes
11/13/2017,Madera,CA,Worker fatally shot during robbery.,1278174,State,Yes
11/13/2017,Paris,TN,Worker fatally crushed by mixer ram.,1276842,State,Yes
11/13/2017,Peoria,AZ,Employee fatally crushed between two vehicles.,1277725,State,No
11/13/2017,Randolph,NJ,Worker electrocuted when scissor lift touched live wire.,1276794,Federal,Yes
11/12/2017,Mount Pleasant,OH,Worker died after being struck by fracking hose.,1277347,Federal,Yes
11/11/2017,Dallas,TX,Worker died in fall from industrial storage rack system.,1277949,Federal,Yes
11/11/2017,Willis,TX,Worker died after tripping and striking head,1286909,Federal,No
11/10/2017,Bartow,FL,Worker fatally injured after being struck by racks.,1276662,Federal,No
11/10/2017,Bloomington,CA,Worker fatally struck by truck.,1276593,State,No
11/10/2017,Boynton Beach,FL,Worker fatally injured when a drain pipe plug exploded.,1276562,Federal,Yes
11/10/2017,Cannelburg,IN,Worker fatally struck by vehicle.,1280052,State,Yes
11/10/2017,Chelsea,OK,Worker died in fall from roof.,1297472,Federal,No
11/10/2017,Houston,TX,Worker electrocuted after contacting circuit panel.,1280583,Federal,No
11/10/2017,Malden,WV,Worker died in fall from walkway.,1276626,Federal,Yes
11/10/2017,Orange Park,FL,Worker died in fall from truck,1278689,Federal,Yes
11/10/2017,Summerfield,NC,Worker fatally struck by falling tree limbs.,1276925,State,Yes
11/9/2017,Brooklyn,NY,Worker died in fall from scaffold.,1277191,Federal,Yes
11/9/2017,Columbus,OH,Worker fatally crushed by falling forklift.,1276744,Federal,Yes
11/9/2017,Houston,TX,Worker died after being struck by vehicle in construction work zone.,1277736,Federal,No
11/9/2017,Napoleon,OH,Worker died in a gasoline explosion.,1276530,Federal,Yes
11/9/2017,Orla,TX,Worker died after being struck by forklift.,1276594,Federal,Yes
11/8/2017,Beaumont,TX,Worker fatally struck by vehicle.,1276289,Federal,No
11/8/2017,Houston,TX,Worker died in fall from roof.,1277845,Federal,No
11/8/2017,Mogadore,OH,Worker asphyxiated in septic tank.,1276385,Federal,Yes
11/8/2017,Phoenix,AZ,Worker died from all into casting pit.,1276496,State,Yes
11/7/2017,Huntsville,AL,Worker died in trench collapse.,1276309,Federal,Yes
11/7/2017,Jacksonville,FL,Worker died when roller overturned.,1276122,Federal,Yes
11/7/2017,Mc Intosh,AL,Worker fatally crushed by falling chemical tank.,1275852,Federal,Yes
11/7/2017,North Tustin,CA,Worker died after inhaling toxic metal fumes.,1279610,State,Yes
11/7/2017,Saint Paul,MN,Worker fatally stabbed by resident.,1281299,State,Yes
11/7/2017,Sicklerville,NJ,Worker fatally crushed under tree.,1277032,Federal,No
11/7/2017,Venus,TX,Worker in trench fatally crushed by load of gravel.,1276002,Federal,Yes
11/6/2017,Dallas,TX,Worker fatally shot during armed robbery.,1278507,Federal,Yes
11/6/2017,Greer,AZ,Worker died after striking ski tower.,1276268,Federal,Yes
11/6/2017,Redby,MN,Two workers drowned after boat overturned.,1303745,Federal,Yes
11/4/2017,Akron,OH,Worker died in fall from roof.,1275225,Federal,Yes
11/4/2017,Huntington,WV,Worker died in fall from stage.,1275647,Federal,No
11/4/2017,Olivebridge,NY,Worker died in fall from roof.,1276011,Federal,No
11/3/2017,Bridgehampton,NY,Worker installing siding died in fall.,1274890,Federal,No
11/3/2017,Brooklyn,NY,Worker died in fall from ladder.,1275586,Federal,No
11/3/2017,Johnstown,PA,Worker died in fall from scaffolding.,1274661,Federal,Yes
11/3/2017,Luling,TX,Worker died from injuries after stepping through opening in walkway.,1275528,Federal,Yes
11/3/2017,Shaw,MS,Worker electrocuted when pipe contacted overhead power line.,1275167,Federal,Yes
11/3/2017,Sonora,TX,Worker fatally burned when barrel exploded.,1277731,Federal,No
11/3/2017,Wichita,KS,Worker fatally struck by load that fell from crane.,1275664,Federal,No
11/2/2017,Arden,NC,Worker died in fall from roof.,1275121,State,No
11/2/2017,Durant,OK,Worker fatally crushed by silo distributor arm.,1276575,Federal,No
11/2/2017,Fayetteville,AR,Worker fatally crushed by crane.,1275381,Federal,Yes
11/2/2017,Houston,TX,Worker fatally crushed by forklift.,1274942,Federal,Yes
11/2/2017,Kenosha,WI,Worker fatally crushed between pallet jack and shelving.,1274870,Federal,No
11/2/2017,Nashua,NH,Worker electrocuted when boom lift contacted power line.,1275237,Federal,Yes
11/2/2017,Park City,IL,Worker fatally struck by vehicle.,1275207,Federal,No
11/1/2017,Nyssa,OR,Worker died from being caught in PTO shaft.,1285130,State,No
10/31/2017,Apple Creek,OH,Worker died in fall from flatbed trailer.,1274563,Federal,Yes
10/31/2017,Morris,IL,Worker died in fall from catwalk.,1274729,Federal,Yes
10/31/2017,State College,PA,Worker died after being struck by bus.,1275002,Federal,Yes
10/30/2017,Dalton,GA,Worker died after being struck by carpet box.,1274271,Federal,Yes
10/30/2017,Massillon,OH,Worker fatally crushed by semi-tractor wheels.,1274222,Federal,No
10/30/2017,Roswell,NM,Worker died in fall from beam.,1277171,State,No
10/29/2017,Ashland,AL,Worker fatally crushed by auto rehanging machine.,1273940,Federal,Yes
10/28/2017,Ann Arbor,MI,Worker died in fall from roof.,1281850,State,No
10/28/2017,Pago Pago,AS,Worker died in fall from gangway.,1274779,Federal,Yes
10/28/2017,Southwest Huron,SD,Worker died in fall from roof.,1274038,Federal,Yes
10/28/2017,Townsend,DE,Worker electrocuted while attaching wires to pole.,1274499,Federal,Yes
10/27/2017,Belle Rose,LA,Worker died from burns suffered when backhoe tire caught fire.,1275241,Federal,Yes
10/27/2017,Gallatin,TN,Worker died in trench collapse.,1273639,State Plan,Yes
10/27/2017,Old Town,ME,Worker died in fall from roof.,1273771,Federal,Yes
10/26/2017,Bethel,AK,Worker died in fall from cliff.,1275693,State,No
10/26/2017,Cincinnati,OH,Worker drowned in pond after being pinned under mower.,1274204,Federal,Yes
10/26/2017,Magnolia,MN,Worker died in fall from stairs.,1273857,State,Yes
10/25/2017,Delano,MN,Worker fatally struck by truck.,1273859,State,Yes
10/25/2017,Duncan,SC,Worker fatally struck by front loader.,1273850,State,Yes
10/25/2017,Milwaukee,WI,Worker died in fall from ladder.,1272724,Federal,No
10/25/2017,Naples,FL,Worker electrocuted when light pole contacted power line.,1272605,Federal,Yes
10/25/2017,San Francisco,CA,Worker died in fall.,1275024,State,No
10/25/2017,Streamwood,IL,Worker died from chemical exposure in sewer pipe.,1274028,Federal,Yes
10/25/2017,Taylorsville,NC,Worker fatally struck by tree.,1274123,State,Yes
10/24/2017,Ellendale,MN,Worker died in fall from tractor trailer engine.,1275448,State,Yes
10/23/2017,Brazil,IN,Worker repairing axel fatally crushed when tractor slipped off jack.,1273130,State Plan,Yes
10/23/2017,Chicago Ridge,IL,Worker died from chemical exposure.,1272484,Federal,Yes
10/23/2017,Clarkesville,GA,Worker died when mail delivery vehicle was struck by falling tree.,1273059,Federal,No
10/23/2017,Columbus,OH,Worker died after being struck by piece of metal ejected from mechanical press.,1272490,Federal,Yes
10/23/2017,Conyers,GA,Worker died after being struck by vehicle.,1272651,Federal,Yes
10/23/2017,Medford,NJ,Worker fatally struck by tractor.,1272173,Federal,No
10/23/2017,Mount Morris,MI,Worker fatally crushed under bus.,1273000,State,No
10/23/2017,Prescott,AZ,Worker died in fall from ladder.,1272984,State Plan,No
10/23/2017,Provo,UT,Worker died in fall from scaffold.,1272670,State Plan,No
10/23/2017,San Jose,CA,Worker died in fall from tree.,1272392,State,No
10/23/2017,Tamuning,GU,Worker died in fall from wall.,1272082,Federal,No
10/22/2017,Milwaukee,WI,Worker died after being struck by vehicle.,1272359,Federal,No
10/21/2017,Cushing,TX,Worker died after being struck by tractor.,1273259,Federal,No
10/21/2017,Dowagiac,MI,Worker fatally crushed between barn wall and harvester machine.,1281165,State,No
10/21/2017,Houston,TX,Worker fatally crushed under falling vehicle.,1272574,Federal,Yes
10/21/2017,Salem,VA,Worker died in fall down elevator shaft.,1272579,State,Yes
10/21/2017,Watson,IN,Worker died after becoming entangled in machine belt.,1272106,State Plan,Yes
10/21/2017,West Ambia,IN,Worker died after becoming caught in machine drive shaft.,1272419,State Plan,Yes
10/20/2017,Amenia,ND,Worker on pallet being lifted to roof died in fall.,1272005,Federal,Yes
10/20/2017,Canton,OH,Worker died from injuries after falling while pushing cart.,1272019,Federal,No
10/20/2017,Hialeah,FL,Worker died in fall from bridge.,1272040,Federal,No
10/20/2017,Hyattsville,MD,Worker died in fall from forklift.,1289777,State,No
10/20/2017,Long Beach,CA,Worker fatally crushed between conveyor belt roller and canopy frame.,1271617,State,No
10/20/2017,Miami Beach,FL,Worker died after becoming entangled in mesh banner.,1274508,Federal,No
10/20/2017,Newnan,GA,Worker died in fall from catwalk.,1272608,Federal,Yes
10/20/2017,Port Arthur,TX,Worker fatally crushed by pile of wood pellets.,1272065,Federal,Yes
10/19/2017,Flushing,NY,Worker died in fall from roof.,1271775,Federal,No
10/19/2017,Pasadena,TX,Worker fatally struck by dump truck.,1272031,Federal,Yes
10/19/2017,Stafford,KS,Worker died after being struck by truck bed.,1271973,Federal,Yes
10/18/2017,Chualar,CA,Worker died when tractor rolled over.,1271219,State,No
10/18/2017,Fort Lauderdale,FL,Worker drowned after falling from boat.,1271592,Federal,Yes
10/18/2017,Greenville,SC,Worker fatally struck by front loader.,1272751,State,Yes
10/17/2017,Lubbock,TX,Worker fatally crushed between landing gear door and drag brace.,1270864,Federal,Yes
10/17/2017,Mountain View,WY,Worker fatally crushed by falling trench shield.,1271208,State,Yes
10/17/2017,Noblesville,IN,Worker fatally struck by chop saw.,1282547,State,Yes
10/17/2017,Salt Lake City,UT,Worker died in fall from scaffold.,1270901,State Plan,No
10/17/2017,San Antonio,TX,Worker fatally struck by semi-trailer.,1270746,Federal,Yes
10/17/2017,York,PA,Worker fatally shot during attempted robbery.,1271660,Federal,No
10/16/2017,Brooklyn,NY,Worker fatally struck by box truck.,1270942,Federal,No
10/16/2017,Covington,OK,Worker died after becoming caught in rotating chain drive of trencher.,1270903,Federal,Yes
10/16/2017,Groveland,CA,Worker died in fall from tree.,1270653,State,Yes
10/16/2017,Milwaukee,WI,Worker fatally struck by steel plate.,1270556,Federal,Yes
10/16/2017,Santa Ana,CA,Worker fatally crushed between forklift and concrete floor.,1270421,State,No
10/16/2017,Spring,TX,Worker died in fall from wall.,1270756,Federal,No
10/16/2017,Waukesha,WI,Worker fatally crushed between two trailers.,1270530,Federal,No
10/16/2017,Winston Salem,NC,Worker fatally struck by falling tree limb.,1271737,State,Yes
10/15/2017,Boca Raton,FL,Worker died in fall from ladder.,1274606,Federal,No
10/15/2017,Kenner,LA,Worker died in tank explosion.,1275712,Federal,Yes
10/14/2017,Largo,FL,Worker fatally struck by falliing tree limb.,1270369,Federal,Yes
10/14/2017,Troutdale,OR,Worker died after becoming caught between semi truck and dual trailer set.,1270507,State,No
10/14/2017,Washington,IL,Worker died after being stung by bee.,1271497,Federal,Yes
10/13/2017,Flint,MI,Worker died in fall from roof.,1270596,State,No
10/13/2017,North Arlington,NJ,Worker fatally struck by cement truck.,1271546,Federal,Yes
10/12/2017,Ladson,SC,Worker died in fall from steel plate.,1270780,State,Yes
10/11/2017,Cleveland,OH,Worker died after being crushed by falling concrete panel.,1269674,Federal,Yes
10/11/2017,Dayton,OH,Worker died in fall from roof.,1269595,Federal,No
10/11/2017,Fort Myers,FL,Worker died after being struck-by chainsaw in face and neck.,1270565,Federal,No
10/11/2017,West Roxbury,MA,Worker died in fall from ladder after being electrocuted by energized circuit.,1272988,Federal,Yes
10/10/2017,Fannettsburg,PA,Worker died in vehicle collision.,1269554,Federal,Yes
10/10/2017,Hilo,HI,Worker died in fall through skylight.,1273811,State Plan,Yes
10/10/2017,Miami,FL,Worker fatally crushed under lawn mower when jack slipped.,1269600,Federal,Yes
10/10/2017,Tucker,GA,Worker fatally crushed between a hoist and barrel holder.,1273717,Federal,Yes
10/10/2017,Williamsburg,VA,Worker sanding wall for painting died in fall.,1269524,State,No
10/9/2017,Brick,NJ,Worker died in fall from scissor lift.,1269287,Federal,No
10/9/2017,Delray Beach,FL,Worker died in fall from ladder.,1269259,Federal,No
10/9/2017,Fulshear,TX,Worker electrocuted when dump truck contacted overhead power line.,1269580,Federal,Yes
10/9/2017,Miami,FL,Worker fatally crushed by loader after fall from grapple bucket.,1270354,Federal,Yes
10/9/2017,Saint Helena Island,SC,Worker died in fall from roof.,1271418,State,No
10/9/2017,Wyoming,MI,Worker died in trench collaspe.,1269639,State,No
10/8/2017,Alton,IL,Worker died in car collision.,1269290,Federal,Yes
10/8/2017,Big Spring,TX,Worker fatally crushed when caught-in conveyer.,1270905,Federal,Yes
10/8/2017,Magna,UT,Worker died from exposure to sulfur dioxide.,1269297,State,No
10/7/2017,Brian Head,UT,Worker died after being struck by helicopter load.,1270895,State,Yes
10/7/2017,Dearborn,MI,Worker died in natural gas explosion.,1263958,State,No
10/7/2017,Gardena,CA,Worker fatally struck by truck.,1269751,State,No
10/6/2017,Fairless Hills,PA,Worker crushed between parts of a stamping machine.,1269410,Federal,Yes
10/6/2017,Hamilton,OH,Worker died in fall from roof.,1269139,Federal,Yes
10/6/2017,Murphysboro,IL,Workers died in explosion and fire.,1298973,Federal,Yes
10/6/2017,White Hall,IL,Worker died in fall from ladder.,1269284,Federal,Yes
10/5/2017,Ghent,KY,Worker died after being engulfed in coal ash pond.,1268940,State,Yes
10/5/2017,Millen,GA,Worker died in fall from metal decking.,1268405,Federal,Yes
10/5/2017,New York,NY,Worker fatally shot by former employee.,1284417,Federal,No
10/5/2017,Secaucus,NJ,Worker fatally struck by truck.,1269107,Federal,No
10/5/2017,Tintah,MN,Worker died in fall from raised platform.,1268943,State,Yes
10/5/2017,Watkins,MN,Worker died after becoming caught in material handling machine.,1269213,State,Yes
10/4/2017,Athens,GA,Worker died in fall from tree.,1268696,Federal,Yes
10/4/2017,Brewster,NY,Worker died in fall from scaffold.,1268567,Federal,Yes
10/4/2017,Corpus Christi,TX,Worker died in fall from scaffold.,1268156,Federal,No
10/4/2017,Hamilton,TX,Worker fatally engulfed in grain bin.,1268542,Federal,Yes
10/4/2017,Odessa,TX,Worker electrocuted while trimming tree.,1272908,Federal,No
10/4/2017,Riverside,CA,Worker died in fall from scissor lift.,1270089,State,No
10/3/2017,Columbus,OH,Worker fatally crushed by granite slabs.,1267828,Federal,No
10/3/2017,Dallas,TX,Worker died in fall from ladder.,1268596,Federal,No
10/3/2017,El Paso,TX,Worker fatally crushed by machine.,1267857,Federal,Yes
10/3/2017,Fort Lupton,CO,Worker died in fall through roof panel.,1269722,Federal,Yes
10/3/2017,Milwaukee,WI,Worker died in fall from ladder.,1269248,Federal,No
10/3/2017,Viborg,SD,Worker died in fall from roof of barn under construction.,1270607,Federal,Yes
10/2/2017,Dallas,TX,Worker fatally crushed when iron stairs fell over.,1267647,Federal,No
10/2/2017,La Jolla,CA,Worker fatally crushed between trash truck and wall.,1267500,State,Yes
10/2/2017,Veyo,UT,Worker unloading boulders fatally crushed between trailer and truck.,1269307,State Plan,No
9/29/2017,Detroit,MI,Worker died after being struck by car.,1267442,State,No
9/29/2017,Miami,FL,Worker died in vehicle collision.,1269335,Federal,No
9/29/2017,Northport,NY,Worker fatally struck by lawn mower.,1267358,Federal,No
9/28/2017,Cypress Inn,TN,Worker died in fall from rafter.,1267346,State Plan,Yes
9/28/2017,Escalon,CA,Worker died after being struck by hay bale and tractor bucket.,1270904,State,No
9/28/2017,Houston,TX,Worker fatally crushed between the vehicle and door frame.,1272844,Federal,No
9/28/2017,Jacksonville,FL,Worker died from heat stress.,1276540,Federal,Yes
9/28/2017,South Bay,FL,Worker died in vehicle collision.,1267750,Federal,No
9/28/2017,White Oak,TX,Worker electrocuted while wiring condenser for outdoor freezer.,1267649,Federal,Yes
9/27/2017,Alexandria,VA,Worker electrocuted when ladder contacted high voltage line.,1267036,State,Yes
9/27/2017,Barboursville,WV,Worker died in fall from roof.,1269529,Federal,Yes
9/27/2017,Kennesaw,GA,Worker fatally struck by trailer.,1267027,Federal,Yes
9/27/2017,Miami,FL,Three workers died in fall from communications tower.,1267080,Federal,Yes
9/27/2017,North Roberts,ID,Worker died when clothing became caught in conveyor belt motor drive shaft.,1267939,Federal,Yes
9/27/2017,Owego,NY,Worker fatally crushed between vehicle and large load of materials.,1267710,Federal,No
9/26/2017,Fernandina Beach,FL,Worker died after being struck by power pole.,1266821,Federal,Yes
